name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town
PAG Silverstream Dental,"4/42 Silverstream Boulevard, Silverstream, Kaiapoi 7690, New Zealand",03 925 8003,+64 3 925 8003,http://www.pagdental.com/,4.7,19,OPERATIONAL,https://maps.google.com/?cid=9288528982407556988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Kaiapoi
Kaikoura Dental Centre,"6 West End, Kaikōura 7300, New Zealand",03 319 5629,+64 3 319 5629,http://www.dentist.co.nz/dentist-detail/kaikoura/kaikoura-dental-centre/A11007216,4.7,7,OPERATIONAL,https://maps.google.com/?cid=7017873781239194411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Kaikōura
Lincoln Dental Canterbury | Lumino The Dentists,"55 Gerald Street, Lincoln 7608, New Zealand",03 325 2696,+64 3 325 2696,https://lumino.co.nz/dentists/lincoln-dental-canterbury/?utm_source=google_business_profile&utm_medium=organic,4.7,40,OPERATIONAL,https://maps.google.com/?cid=6432918126270493450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Lincoln
Methven Medical Centre,"4 Methven Chertsey Road, Methven 7730, New Zealand",03 302 8105,+64 3 302 8105,,4.1,9,OPERATIONAL,https://maps.google.com/?cid=8179252208680832059,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Canterbury,Methven
Oxford Dental,"634 Bay Road, Oxford 7430, New Zealand",021 273 6963,+64 21 273 6963,https://oxforddental.co.nz/,5,5,OPERATIONAL,https://maps.google.com/?cid=5878298750586604570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Oxford
Antoun | Nichols Orthodontics,"Unit 9/26 Central Avenue, Prebbleton 7604, New Zealand",03 322 1511,+64 3 322 1511,http://www.jaortho.co.nz/,5,32,OPERATIONAL,https://maps.google.com/?cid=12670258985681127249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Prebbleton
Village Denture Studio,"Unit 6/26 Central Avenue, Selwyn, Prebbleton 7604, New Zealand",021 225 8855,+64 21 225 8855,https://vdstudio.co.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=14137511278734631876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Prebbleton
Fox Dental Care,"132 Kippenberger Avenue, Rangiora 7400, New Zealand",03 313 5145,+64 3 313 5145,http://www.foxdentalcare.co.nz/,4.7,49,OPERATIONAL,https://maps.google.com/?cid=8727778738155241450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rangiora
Good Street Dental,"19 Good Street, Rangiora 7400, New Zealand",03 313 7404,+64 3 313 7404,http://www.goodstreetdental.co.nz/,4.7,31,OPERATIONAL,https://maps.google.com/?cid=11043126759423812693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rangiora
Rangiora Community Dental Clinic,"156/140 Ashley Street, Rangiora 7400, New Zealand",,,,,,OPERATIONAL,https://maps.google.com/?cid=12837696648114081863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Rangiora
Rangiora Dental Centre,"25 Percival Street, Rangiora 7400, New Zealand",03 313 8569,+64 3 313 8569,http://www.rangioradental.co.nz/,3.8,19,OPERATIONAL,https://maps.google.com/?cid=14641921659114773514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:00 PM; Tuesday: 8:15 AM – 5:00 PM; Wednesday: 8:15 AM – 5:00 PM; Thursday: 8:15 AM – 5:00 PM; Friday: 8:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rangiora
Rangiora Dentist | Lumino The Dentists,"210 High Street, Rangiora 7400, New Zealand",03 313 3001,+64 3 313 3001,https://lumino.co.nz/dentists/rangiora-dentist/?utm_source=google_business_profile&utm_medium=organic,3.8,33,OPERATIONAL,https://maps.google.com/?cid=3428257993895768059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rangiora
Rangiora Denture Clinic,"7 Ashley Street, Waimakariri, Rangiora 7400, New Zealand",03 313 9192,+64 3 313 9192,http://www.rangioradentureclinic.com/,5,13,OPERATIONAL,https://maps.google.com/?cid=1264658477908512789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rangiora
Sweet Tooth Dental,"52 Charles Street, Rangiora 7400, New Zealand",03 662 5025,+64 3 662 5025,https://www.sweettoothdental.nz/,4.7,30,OPERATIONAL,https://maps.google.com/?cid=4412136479722794951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rangiora
G&E Dental Rolleston,"66 Rolleston Drive, Rolleston 7614, New Zealand",03 347 4703,+64 3 347 4703,http://www.gedental.co.nz/locations/ge-dental-rolleston-general-and-emergency-dentists-in-rolleston/,4.1,49,OPERATIONAL,https://maps.google.com/?cid=14025628881131688170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rolleston
Rolleston Community Dental,"2/3 Norman Kirk Drive, Rolleston 7614, New Zealand",0800 846 983,+64 800 846 983,https://info.health.nz/locations/canterbury/community-dental-service-canterbury,3.3,3,OPERATIONAL,https://maps.google.com/?cid=13318096777292708985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 4:30 PM; Tuesday: 8:15 AM – 4:30 PM; Wednesday: 8:15 AM – 4:30 PM; Thursday: 8:15 AM – 4:30 PM; Friday: 8:15 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rolleston
Rolleston Dental Centre,"36 Tennyson Street, Rolleston 7614, New Zealand",03 347 4440,+64 3 347 4440,http://www.rollestondentist.co.nz/,4,57,OPERATIONAL,https://maps.google.com/?cid=11722858237207737760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 12:30 PM; Sunday: Closed,dental_clinic,Canterbury,Rolleston
Selwyn Dental - Restorative and Implant Centre,"3/55 Faringdon Boulevard, Rolleston 7615, New Zealand",03 260 0322,+64 3 260 0322,https://www.selwyndental.co.nz/,4.3,10,OPERATIONAL,https://maps.google.com/?cid=8476917885632077298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: Closed; Wednesday: 9:00 AM – 4:00 PM; Thursday: Closed; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Rolleston
Brunswick Dental Chambers,"17 Brunswick Street, Seaview, Timaru 7910, New Zealand",03 688 6463,+64 3 688 6463,,4.9,11,OPERATIONAL,https://maps.google.com/?cid=8742180607007968619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Timaru
Life Dental previously known as Timaru Dental Laboratory,"4 Woollcombe Street, Timaru Central, Timaru 7910, New Zealand",03 688 3504,+64 3 688 3504,https://lifedental.co.nz/,5,68,OPERATIONAL,https://maps.google.com/?cid=4562221701981387381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Timaru
Pages Dental Surgery,"Seaview, Timaru 7910, New Zealand",03 688 6463,+64 3 688 6463,,5,5,OPERATIONAL,https://maps.google.com/?cid=5320742854526447058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Timaru
Silver Birches Dental Centre,"5 Elizabeth Place, Timaru Central, Timaru 7910, New Zealand",03 688 9463,+64 3 688 9463,https://silverbirchesdental.co.nz/,4.4,18,OPERATIONAL,https://maps.google.com/?cid=9263435673655177717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Timaru
South Canterbury Denture Care - Timaru,"41 Church Street, Timaru Central, Timaru 7910, New Zealand",03 688 6182,+64 3 688 6182,https://www.timaru-southcanterburydenture.co.nz/,5,40,OPERATIONAL,https://maps.google.com/?cid=17812646708312317942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Timaru
Stafford Dental Centre - Timaru,"14 Elizabeth Street, Timaru Central, Timaru 7910, New Zealand",03 688 0033,+64 3 688 0033,https://stafforddental.co.nz/,4.9,307,OPERATIONAL,https://maps.google.com/?cid=8294493250356197732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Timaru
Timaru Community Dental Clinic,"level 1/18 Woollcombe Street, Timaru Central, Timaru 7910, New Zealand",0800 846 983,+64 800 846 983,https://www.cdhb.health.nz/health-services/community-dental-service/,5,1,OPERATIONAL,https://maps.google.com/?cid=4460475590751277680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Timaru
Timaru Dental Care,"Level 1/45 Heaton Street, Parkside, Timaru 7910, New Zealand",03 684 3451,+64 3 684 3451,http://www.timarudentalcare.co.nz/,4.2,25,OPERATIONAL,https://maps.google.com/?cid=13203169501369693648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Timaru
Mackenzie Health Centre,"3A Benmore Place, Twizel 7901, New Zealand",03 976 0503,+64 3 976 0503,http://kurowmedicalcentre.org.nz/,4.8,24,OPERATIONAL,https://maps.google.com/?cid=12770163769467081850,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:00 AM – 12:00 PM; Sunday: Closed,needs_verification,Canterbury,Twizel
Twizel Medical Centre,"15 MacKenzie Drive, Twizel 7901, New Zealand",03 435 0777,+64 3 435 0777,http://www.twizelmed.co.nz/,3.3,30,OPERATIONAL,https://maps.google.com/?cid=8267556648825701875,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Canterbury,Twizel
Central Dental,"17 Brandon Street, Alexandra 9320, New Zealand",03 448 8159,+64 3 448 8159,http://www.centraldental.co.nz/,4.8,16,OPERATIONAL,https://maps.google.com/?cid=5050488306240036219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Alexandra
Community Oral Health Service,"5 Ventry Street, Alexandra 9320, New Zealand",03 448 5915,+64 3 448 5915,,,,OPERATIONAL,https://maps.google.com/?cid=5575111206287637758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Alexandra
Duncan Anderson Dental Surgeons,"116 Centennial Avenue, Alexandra 9320, New Zealand",03 440 2119,+64 3 440 2119,http://duncanandersondental.co.nz/,4.7,14,OPERATIONAL,https://maps.google.com/?cid=12509513595176161457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Alexandra
Tarbert Street Dental Surgery,"56 Tarbert Street, Alexandra 9320, New Zealand",03 448 8899,+64 3 448 8899,http://www.tarbertstdental.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=17523380288222333742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Alexandra
Four Square Arrowtown,"32 Adamson Drive, Arrowtown 9302, New Zealand",03 442 1671,+64 3 442 1671,https://www.foursquare.co.nz/south-island/otago/arrowtown?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_term=plcid_14296880060199046372&utm_content=Four+Square+Arrowtown,4.5,202,OPERATIONAL,https://maps.google.com/?cid=15573902379366426735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 7:00 AM – 8:00 PM; Sunday: 7:00 AM – 8:00 PM,needs_verification,Otago,Arrowtown
Remarkable Vets,"1079 Malaghans Road, Arrowtown 9371, New Zealand",03 442 1411,+64 3 442 1411,https://www.remarkablevets.co.nz/contact-us,4.7,51,OPERATIONAL,https://maps.google.com/?cid=4429773811603360093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Arrowtown
Unichem Arrowtown Pharmacy,"20 Buckingham Street, Arrowtown 9302, New Zealand",03 442 0975,+64 3 442 0975,http://www.arrowtownpharmacy.co.nz/,4.9,20,OPERATIONAL,https://maps.google.com/?cid=9892537969002155432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 8:30 AM – 6:00 PM; Sunday: 8:30 AM – 6:00 PM,needs_verification,Otago,Arrowtown
Clutha Dental (Formerly Graham York Dental),"131 Clyde Street, Balclutha 9230, New Zealand",03 418 1294,+64 3 418 1294,https://cluthadental.co.nz/,3.7,12,OPERATIONAL,https://maps.google.com/?cid=10239880587332292113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Balclutha
Community Oral Health Clinic,"45 Frances Street, Balclutha 9230, New Zealand",03 418 3366,+64 3 418 3366,,5,1,OPERATIONAL,https://maps.google.com/?cid=2391941909813267334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Balclutha
John Street Dental Centre,"8 John Street, Balclutha 9230, New Zealand",03 418 1374,+64 3 418 1374,http://www.johnstreetdental.co.nz/,4.5,23,OPERATIONAL,https://maps.google.com/?cid=16658608832209560947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Balclutha
Central Dental,"102b Barry Avenue, Cromwell 9310, New Zealand",03 448 8159,+64 3 448 8159,http://centraldental.co.nz/,4.9,60,OPERATIONAL,https://maps.google.com/?cid=14693688929311221035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Cromwell
Central Dental - Cromwell,"102B Barry Avenue, Cromwell 9320, New Zealand",03 448 8159,+64 3 448 8159,,5,1,OPERATIONAL,https://maps.google.com/?cid=6969575679656071585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Cromwell
Cromwell Dental Centre,"33 The Mall, Cromwell 9310, New Zealand",03 445 1177,+64 3 445 1177,http://www.cromwelldental.co.nz/,4.9,35,OPERATIONAL,https://maps.google.com/?cid=11344884941416425388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Cromwell
A1 smile clinic,"123 Balmacewen Road, Wakari, Dunedin 9010, New Zealand",0800 176 453,+64 800 176 453,https://www.a1smile.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=16676415918765063267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Bell Hill Dental,"109 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 8387,+64 3 477 8387,https://www.bellhilldental.co.nz/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_term=home,4.9,74,OPERATIONAL,https://maps.google.com/?cid=5277433504675763758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 8:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
CAP Dental,"Burns House Level 3/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0900,+64 3 477 0900,https://www.capdental.co.nz/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15700600575008376554,5,3,OPERATIONAL,https://maps.google.com/?cid=2125123745284916680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 1:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Chew Dental,"2 Jenkins Street, Green Island, Dunedin 9018, New Zealand",03 425 0006,+64 3 425 0006,https://www.chewdental.co.nz/,4.8,101,OPERATIONAL,https://maps.google.com/?cid=12551668901605523033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 7:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin
Community Law Otago,"Dunedin Dental Building Floor 1/169 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 474 1922,+64 3 474 1922,https://communitylawotago.com/,4.5,62,OPERATIONAL,https://maps.google.com/?cid=12951653999091876949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 – 11:30 AM; Tuesday: 10:00 – 11:30 AM; Wednesday: 10:00 – 11:30 AM; Thursday: 10:00 – 11:30 AM; Friday: Closed; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin
David Campbell Dental Surgery,"10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 9360,+64 3 477 9360,,,,OPERATIONAL,https://maps.google.com/?cid=17993333857701288606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin
