name,address,phone_national,phone_international,email,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,suburb_town,city,price,date_scraped,description,services
London Street Specialists,"Vero House 34 London Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 3123,+64 3 477 3123,,https://londonst.co.nz/,4.1,13,OPERATIONAL,https://maps.google.com/?cid=4186135094953242646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,specialist,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
McClea & Green Dental,"Burns House 7/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1783,+64 3 477 1783,,https://www.mccleagreendental.nz/,5,5,OPERATIONAL,https://maps.google.com/?cid=12705461155025547945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
Milton Health Centre - Lumino The Dentists,"7 Eden Street, Milton 9220, New Zealand",03 417 8290,+64 3 417 8290,,https://lumino.co.nz/dentists/milton-dental-centre-otago/,4.2,5,OPERATIONAL,https://maps.google.com/?cid=6220239598348730475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Milton,Milton,some_prices,2026-03-18,,
Mornington Dental,"27 Mailer Street, Mornington, Dunedin 9011, New Zealand",03 453 4000,+64 3 453 4000,,http://www.morningtondentist.co.nz/,4.6,14,OPERATIONAL,https://maps.google.com/?cid=15428379119544210756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Mornington,Dunedin,no_prices,2026-03-18,,
Mosgiel Dental Centre,"26A Factory Road, Mosgiel 9024, New Zealand",03 489 6049,+64 3 489 6049,,http://www.mosgieldentalcentre.co.nz/,4.8,11,OPERATIONAL,https://maps.google.com/?cid=17540166469998269851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Mosgiel,Mosgiel,no_prices,2026-03-18,,
Mosgiel Dental Practice | Lumino The Dentists,"184 Gordon Road, Mosgiel 9024, New Zealand",03 489 7040,+64 3 489 7040,,https://lumino.co.nz/dentists/mosgiel-dental-practice/,4.9,11,OPERATIONAL,https://maps.google.com/?cid=10349814895831028833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Otago,Mosgiel,Mosgiel,some_prices,2026-03-18,,
Mosgiel Dentists,"166 Gordon Road, Mosgiel 9024, New Zealand",03 484 7702,+64 3 484 7702,,https://www.mosgieldentists.co.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=1946633177532663985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Mosgiel,Mosgiel,no_prices,2026-03-18,,
Mosgiel Denture Care,"174 Gordon Road, Mosgiel, Dunedin 9024, New Zealand",03 222 0330,+64 3 222 0330,,,5,4,OPERATIONAL,https://maps.google.com/?cid=10201810592879812416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentures,Otago,Mosgiel,Mosgiel,no_prices,2026-03-18,,
Origin Oral Surgeons,"Level 1/123 Vogel Street, Central Dunedin, Dunedin 9016, New Zealand",03 471 8881,+64 3 471 8881,,http://originsurgeons.nz/,5,73,OPERATIONAL,https://maps.google.com/?cid=15141242071381186594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,oral_surgeon,Otago,Central Dunedin,Dunedin,some_prices,2026-03-18,,
Otago Dental Services,"83 Crawford Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0106,+64 3 477 0106,,http://www.otagodentalservice.co.nz/,4,6,OPERATIONAL,https://maps.google.com/?cid=1755153036980483012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
Otago Oral Surgery & Implant Centre,"Smile Co. Dental Building 373 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 972 7835,+64 3 972 7835,,https://otagooralsurgery.nz/,5,26,OPERATIONAL,https://maps.google.com/?cid=17577388272447015704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: Closed; Wednesday: 8:30 AM – 4:30 PM; Thursday: Closed; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,oral_surgeon,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
Otago Orthodontics,"86 Stuart Street, Central Dunedin, Dunedin 9058, New Zealand",03 477 6372,+64 3 477 6372,,http://www.otago-orthodontics.co.nz/,5,103,OPERATIONAL,https://maps.google.com/?cid=572874627234992113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:00 PM; Tuesday: 8:15 AM – 5:00 PM; Wednesday: 8:15 AM – 5:00 PM; Thursday: 8:15 AM – 5:00 PM; Friday: 8:15 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
Palmerston Dental Surgery Limited,"54 Tiverton Street, Palmerston 9430, New Zealand",03 465 1591,+64 3 465 1591,,https://www.healthpoint.co.nz/dentistry/general-dentist/palmerston-dental-surgery/,5,2,OPERATIONAL,https://maps.google.com/?cid=17695460378593844282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 3:00 – 9:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: Closed,dentist,Otago,Palmerston,Palmerston,no_prices,2026-03-18,,
Paterson Orthodontics,"55 Crawford Street, Central Dunedin, Dunedin 9016, New Zealand",021 244 9212,+64 21 244 9212,,http://www.patersonortho.co.nz/,5,18,OPERATIONAL,https://maps.google.com/?cid=7806058284374063880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 2:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
Pitt Street Dental Dunedin | Lumino The Dentists,"10 Pitt Street, Dunedin North, Dunedin 9016, New Zealand",03 477 0039,+64 3 477 0039,,https://lumino.co.nz/dentists/pitt-street-dental-dunedin/,4.3,38,OPERATIONAL,https://maps.google.com/?cid=3442354039727591080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Otago,Dunedin North,Dunedin,some_prices,2026-03-18,,
Project Dental,"152 Hillside Road, South Dunedin, Dunedin 9012, New Zealand",03 455 3770,+64 3 455 3770,,http://www.projectdental.co.nz/,3.8,26,OPERATIONAL,https://maps.google.com/?cid=11311306988309745754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,South Dunedin,Dunedin,no_prices,2026-03-18,,
Queenstown Dental Centre | Lumino The Dentists,"7 Shotover Street, Queenstown 9300, New Zealand",03 442 8580,+64 3 442 8580,,https://lumino.co.nz/dentists/queenstown-dental-centre/,4.9,44,OPERATIONAL,https://maps.google.com/?cid=15159396082012268406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Queenstown,Queenstown,some_prices,2026-03-18,,
Queenstown Dentist,"44 Beach Street, Queenstown 9300, New Zealand",03 442 7274,+64 3 442 7274,,https://www.queenstowndentist.co.nz/,4.9,55,OPERATIONAL,https://maps.google.com/?cid=3662625755747378025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Queenstown,Queenstown,some_prices,2026-03-18,,
Queenstown Oral & Maxillofacial Surgery (QTOMS),"Level 2, Dart House Remarkables Park Town Centre, Frankton, Queenstown 9300, New Zealand",03 927 4641,+64 3 927 4641,,http://www.molar.co.nz/,5,67,OPERATIONAL,https://maps.google.com/?cid=17679948577805447591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Frankton,Queenstown,no_prices,2026-03-18,,
Remarkables Dental,"Level 1, Aurum House Terrace Junction 1092, Frankton Road, Frankton, Queenstown 9300, New Zealand",03 442 3531,+64 3 442 3531,,http://www.remarkablesdental.co.nz/,4.6,128,OPERATIONAL,https://maps.google.com/?cid=14941065413127030203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 8:30 AM – 5:00 PM; Sunday: Closed,dentist,Otago,Queenstown,Queenstown,full_prices,2026-03-18,,
Shearer Dental Oamaru | Lumino The Dentists,"6 Coquet Street, Oamaru 8901, New Zealand",03 434 8554,+64 3 434 8554,,https://lumino.co.nz/dentists/shearer-dental-oamaru/,5,4,OPERATIONAL,https://maps.google.com/?cid=5951287559645521995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 7:30 AM – 4:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 7:30 AM – 4:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dentist,Otago,Oamaru,Oamaru,some_prices,2026-03-18,,
Smart Dental Care,"161 High Street, Central Dunedin, Dunedin 9016, New Zealand",03 453 5223,+64 3 453 5223,,http://smartdental.co.nz/,4.8,26,OPERATIONAL,https://maps.google.com/?cid=7402459009418357120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 8:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dentist,Otago,Central Dunedin,Dunedin,full_prices,2026-03-18,,
Smile Co Dental,"373 Princes Street, Dunedin 9016, New Zealand",03 477 7993,+64 3 477 7993,,https://www.smilecodental.nz/,4.8,31,OPERATIONAL,https://maps.google.com/?cid=7036295212244867717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Dunedin,Dunedin,no_prices,2026-03-18,,
Synergy Dental,"8 Water Street Level 7 John Wickliffe House, 265 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1447,+64 3 477 1447,,https://www.synergydental.co.nz/,4.7,93,OPERATIONAL,https://maps.google.com/?cid=3925472061899076606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 8:00 PM; Tuesday: 7:30 AM – 8:00 PM; Wednesday: 7:30 AM – 8:00 PM; Thursday: 7:30 AM – 8:00 PM; Friday: 8:30 AM – 4:30 PM; Saturday: 8:30 AM – 4:30 PM; Sunday: Closed,dentist,Otago,Dunedin,Dunedin,full_prices,2026-03-18,,
Tarbert Street Dental Surgery,"56 Tarbert Street, Alexandra 9320, New Zealand",03 448 8899,+64 3 448 8899,,http://www.tarbertstdental.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=17523380288222333742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Alexandra,Alexandra,no_prices,2026-03-18,,
Teeth Whitening Associates,"342 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0808,+64 3 477 0808,,,,,OPERATIONAL,https://maps.google.com/?cid=13430884180706792873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,whitening,Otago,Central Dunedin,Dunedin,no_prices,2026-03-18,,
The Dental Walrus,"27I Albany Street, Dunedin North, Dunedin 9016, New Zealand",03 470 1156,+64 3 470 1156,,,4.8,32,OPERATIONAL,https://maps.google.com/?cid=3950792439156217941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Otago,Dunedin North,Dunedin,no_prices,2026-03-18,,
The Whitening Co Queenstown - Professional Teeth Whitening,"1092 Frankton Road, Frankton, Queenstown 9300, New Zealand",,,,http://whiteningco.nz/,,,OPERATIONAL,https://maps.google.com/?cid=9640500272561952197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 AM; Tuesday: 8:00 AM – 5:00 AM; Wednesday: 8:00 AM – 5:00 AM; Thursday: 8:00 AM – 5:00 AM; Friday: 8:00 AM – 5:00 AM; Saturday: 8:00 AM – 2:00 AM; Sunday: Closed,whitening,Otago,Frankton,Queenstown,some_prices,2026-03-18,,
Victoria Liu Dental,"7 York Place, Dunedin North, Dunedin 9016, New Zealand",03 477 4440,+64 3 477 4440,,https://www.healthpoint.co.nz/dentistry/general-dentist/victoria-liu-dental/,2.9,8,OPERATIONAL,https://maps.google.com/?cid=18325826298510960265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Dunedin North,Dunedin,some_prices,2026-03-18,,
Wakatipu Dental Centre,"Office 207 Dart House, Remarkables Park Town Centre, Frankton, Queenstown 9300, New Zealand",03 442 7105,+64 3 442 7105,,http://wakatipudentalcentre.co.nz/,4.6,42,OPERATIONAL,https://maps.google.com/?cid=9304034491097435665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Remarkables Park Town Centre,Queenstown,no_prices,2026-03-18,,
Wanaka Dental,"123 Totara Terrace, Wānaka 9305, New Zealand",03 443 7769,+64 3 443 7769,,http://www.wanakadental.co.nz/,4.9,154,OPERATIONAL,https://maps.google.com/?cid=3781204785015805992&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Wānaka,Wānaka,full_prices,2026-03-18,,
Wanaka Dental Practice | Lumino The Dentists,"23 Cardrona Valley Road, Otago, Wānaka 9305, New Zealand",03 443 0790,+64 3 443 0790,,https://lumino.co.nz/dentists/wanaka-dental-practice/,4.3,16,OPERATIONAL,https://maps.google.com/?cid=6768076630824412903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Wānaka,Wānaka,some_prices,2026-03-18,,
York Place Dental,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 474 0557,+64 3 474 0557,,https://dunedindentalcare.nz/yorkdental/,5,2,OPERATIONAL,https://maps.google.com/?cid=17114331551976613263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dentist,Otago,Dunedin North,Dunedin,no_prices,2026-03-18,,
Birch Lane Dental Ltd,"9 Birch Lane, Gore 9710, New Zealand",03 203 9041,+64 3 203 9041,,https://www.gorehealth.co.nz/dental,4.9,7,OPERATIONAL,https://maps.google.com/?cid=11053090947366421778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Southland,Gore,Gore,no_prices,2026-03-18,,
"Cosmetic Denture Clinic - Invercargill - Denture Expert in Complete, Partial and Immediate Dentures","WSP House 65 Arena Avenue, Avenal, Invercargill 9810, New Zealand",03 218 4937,+64 3 218 4937,,https://cosmeticdentureclinic.co.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=10459057134004744115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentures,Southland,Avenal,Invercargill,no_prices,2026-03-18,,
Dentures Direct New Zealand,"79 Nith Street, West Invercargill, Invercargill 9810, New Zealand",03 218 9606,+64 3 218 9606,,http://www.denturesdirect.net.nz/,4.7,15,OPERATIONAL,https://maps.google.com/?cid=3884084718822791156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentures,Southland,West Invercargill,Invercargill,no_prices,2026-03-18,,
Dougherty Dental,"74 Kelvin Street, Invercargill 9810, New Zealand",03 218 9687,+64 3 218 9687,,http://www.doughertydental.co.nz/,3.2,9,OPERATIONAL,https://maps.google.com/?cid=287177989966765946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dentist,Southland,Invercargill,Invercargill,no_prices,2026-03-18,,
Duchenne Dentures Invercargill,"68 Windsor Street, Invercargill 9810, New Zealand",0800 486 633,+64 800 486 633,,http://www.duchenne.co.nz/,5,11,OPERATIONAL,https://maps.google.com/?cid=18038915937721302548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentures,Southland,Invercargill,Invercargill,some_prices,2026-03-18,,
East Gore Dental Clinic,"3 Wentworth Street, East Gore, Gore 9710, New Zealand",03 208 5332,+64 3 208 5332,,,,,OPERATIONAL,https://maps.google.com/?cid=8453371390842369973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Southland,East Gore,Gore,no_prices,2026-03-18,,
Egan Dentures,"296 Dee Street, Avenal, Invercargill 9810, New Zealand",03 218 9198,+64 3 218 9198,,https://www.egandentures.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=12885471915763000492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 5:00 PM; Tuesday: 9:30 AM – 5:00 PM; Wednesday: 9:30 AM – 5:00 PM; Thursday: 9:30 AM – 7:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dentures,Southland,Avenal,Invercargill,no_prices,2026-03-18,,
Embrace Orthodontics,"76 Victoria Avenue, Avenal, Invercargill 9810, New Zealand",03 218 9970,+64 3 218 9970,,http://www.embraceorthodontics.co.nz/,4.8,42,OPERATIONAL,https://maps.google.com/?cid=12909776759002859594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 12:30 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Southland,Avenal,Invercargill,no_prices,2026-03-18,,
Gore Dental | Lumino The Dentists,"5 Irk Street, Gore 9710, New Zealand",03 208 7413,+64 3 208 7413,,https://lumino.co.nz/dentists/gore-dental/,4.8,19,OPERATIONAL,https://maps.google.com/?cid=7922952292721276342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:00 PM; Tuesday: 8:15 AM – 5:00 PM; Wednesday: 8:15 AM – 4:00 PM; Thursday: 8:15 AM – 5:00 PM; Friday: 8:15 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Southland,Gore,Gore,some_prices,2026-03-18,,
